P_L0,P_T,P_IC0,P_CC0,P_IC1,P_CC1,skill,cluster
0.2517817396679075,0.06574150641197338,0.1441039106416798,0.8558960893583202,0.5499413199161342,0.4500586800838658,Parallel and Perpendicular Lines,1
0.19695226080049763,0.15846718282546685,0.17798538695493327,0.8220146130450666,0.6224262670688279,0.37757373293117213,Parallel and Perpendicular Lines,0
0.13362540123051872,0.01,0.28407829017118075,0.7159217098288192,0.724609222950444,0.27539077704955595,Distributive Property,1
0.16900842588903736,0.01,0.37287220861831594,0.6271277913816841,0.892477409859109,0.10752259014089119,Distributive Property,0
0.17323343640129987,0.01,0.22212340559384988,0.7778765944061501,0.5301024039635921,0.4698975960364079,Percent Of,1
0.7475228802932876,0.03527957592799561,0.99,0.01,0.3624731690974492,0.6375268309025508,Percent Of,0
0.2575694646639939,0.01,0.20878168867539537,0.7912183113246045,0.49711147918076065,0.5028885208192393,Multiplication Fractions,1
0.274825243062884,0.01,0.318937615369251,0.681062384630749,0.8262876231732703,0.1737123768267298,Multiplication Fractions,0
0.2546766031307821,0.01,0.130443845643655,0.8695561543563449,0.4483563001395818,0.5516436998604182,Addition and Subtraction Integers,1
0.3551967233840518,0.023653461760542244,0.1652384572562061,0.8347615427437939,0.590698567713901,0.409301432286099,Addition and Subtraction Integers,0
0.34675872237556893,0.11106741067556618,0.1914622619535631,0.8085377380464369,0.04850814577429669,0.9514918542257033,Congruence,1
0.10039035984685253,0.02160633119673335,0.18824950405651558,0.8117504959434844,0.9468918786060933,0.05310812139390675,Congruence,0
0.19362278595191304,0.01,0.18857850456856656,0.8114214954314334,0.5335232635500443,0.4664767364499557,Multiplying non Monomial Polynomials,1
0.27323248523921756,0.07632103776842641,0.18825417617676082,0.8117458238232391,0.5809577870479118,0.4190422129520882,Multiplying non Monomial Polynomials,0
0.18037474151639865,0.01,0.1910545301705622,0.8089454698294377,0.5416874804587926,0.4583125195412075,"Order of Operations +,-,/,* () positive reals",1
0.12308697835179264,0.022078092286184143,0.3046597221536212,0.6953402778463788,0.8201368104992652,0.1798631895007349,"Order of Operations +,-,/,* () positive reals",0
0.12544958930582448,0.10674487530477442,0.129596467279014,0.870403532720986,0.3084872321981777,0.6915127678018224,Recognize Linear Pattern,1
0.2212607208640835,0.5339481223691707,0.24571423811199283,0.7542857618880072,0.18022625328638656,0.8197737467136135,Recognize Linear Pattern,0
0.24305128071043108,0.01825613423646591,0.2291460779068102,0.7708539220931898,0.49374811392749535,0.5062518860725047,Finding Slope From Equation,1
0.2198853718478562,0.01,0.3877414665618182,0.6122585334381817,0.7076767912222253,0.2923232087777747,Finding Slope From Equation,0
0.14984459720513588,0.01,0.11021793979340036,0.8897820602065996,0.39913195074030866,0.6008680492596914,Complementary and Supplementary Angles,1
0.37779462516124473,0.043828956161937896,0.10748745065445833,0.8925125493455417,0.4897486613890959,0.5102513386109042,Complementary and Supplementary Angles,0
0.19862337401155508,0.01,0.2517479308649653,0.7482520691350347,0.5363481029034093,0.4636518970965907,Solving Systems of Linear Equations by Graphing,1
0.6205088564430101,0.047440565625503646,0.83069119789214,0.16930880210786003,0.3525506956360388,0.6474493043639612,Solving Systems of Linear Equations by Graphing,0
0.22862957147130986,0.01,0.08475393799923034,0.9152460620007696,0.379185293020058,0.620814706979942,Ordering Positive Decimals,1
0.2288496903537714,0.01721463341443438,0.1394021122855653,0.8605978877144347,0.4967704731059353,0.5032295268940647,Ordering Positive Decimals,0
0.10593050037470676,0.11882133587304111,0.04356322728437559,0.9564367727156244,0.28466882903190155,0.7153311709680983,D.4.8-understanding-concept-of-probabilities,1
0.01,0.06662832754667586,0.10368074987177402,0.896319250128226,0.5451375465401311,0.454862453459869,D.4.8-understanding-concept-of-probabilities,0
0.11310903880277792,0.01,0.20456274112992404,0.795437258870076,0.5056980515628047,0.4943019484371954,Perimeter of a Polygon,1
0.6805838625670962,0.01,0.7012500086108309,0.2987499913891692,0.21089091054081957,0.7891090894591805,Perimeter of a Polygon,0
0.2000787636780845,0.01,0.24337400136847173,0.7566259986315282,0.6100154609772387,0.3899845390227613,Solving for a variable,1
0.640637810119962,0.01,0.7573430738109602,0.2426569261890397,0.24064617499840363,0.7593538250015963,Solving for a variable,0
0.17849634097567163,0.01703720351447627,0.27381011651401815,0.7261898834859818,0.5774009130082474,0.4225990869917526,Mean,1
0.29998376092360146,0.01863410674063891,0.325997059816187,0.6740029401838129,0.7290182129944637,0.2709817870055363,Mean,0
0.201531667110896,0.025391805478825465,0.08122925725304543,0.9187707427469546,0.41939379323830633,0.5806062067616937,Point Plotting,1
0.27346870533802753,0.01411491609008186,0.12232891396978628,0.8776710860302137,0.7086395872618019,0.29136041273819807,Point Plotting,0
0.6713704081223243,0.01,0.07659376112647369,0.9234062388735264,0.32606205361222373,0.6739379463877763,Unit Conversion Within a System,1
0.27432941020727764,0.01167738669729834,0.4212540872619041,0.5787459127380961,0.15530328820527842,0.8446967117947215,Unit Conversion Within a System,0
0.2851679443202755,0.01,0.13702986970436057,0.8629701302956393,0.38144365083922455,0.6185563491607754,Conversion of Fraction Decimals Percents,1
0.353280103658162,0.01,0.22612549316913952,0.7738745068308605,0.6564928611063496,0.3435071388936503,Conversion of Fraction Decimals Percents,0
0.14900408842305984,0.01,0.23322124917554526,0.7667787508244547,0.6053574300791217,0.39464256992087826,Division Fractions,1
0.3329498756706486,0.01,0.3118691613579242,0.6881308386420758,0.8263450958947887,0.17365490410521142,Division Fractions,0
0.30273627750824006,0.01741577525394153,0.1310818147709497,0.8689181852290503,0.4628122368914963,0.5371877631085038,Scientific Notation,1
0.32542132645717564,0.01786754930081362,0.1363403402380753,0.8636596597619247,0.6367350035834395,0.36326499641656046,Scientific Notation,0
0.2698830835051917,0.01,0.1811611140762544,0.8188388859237457,0.5121082173355906,0.4878917826644093,Pythagorean Theorem,1
0.12378706196768094,0.01,0.3422218292471344,0.6577781707528656,0.9440951448894461,0.05590485511055394,Pythagorean Theorem,0
0.1287265251143053,0.010652760112088934,0.17239090358585757,0.8276090964141424,0.5342405051333072,0.4657594948666927,Volume Rectangular Prism,1
0.17081950388645914,0.01,0.26004273400113026,0.7399572659988697,0.7897914742179035,0.21020852578209648,Volume Rectangular Prism,0
0.288954397628862,0.01,0.21647298934393736,0.7835270106560627,0.48339811659533016,0.5166018834046698,Least Common Multiple,1
0.20082561191341022,0.01,0.3074346789531764,0.6925653210468236,0.8350236802208303,0.1649763197791696,Least Common Multiple,0
0.20705421192539025,0.04498471839009819,0.1776092556781457,0.8223907443218543,0.40570861098840744,0.5942913890115926,Write Linear Equation from Situation,1
0.8526910373425045,0.01,0.8464514557640874,0.15354854423591258,0.30801353973022827,0.6919864602697717,Write Linear Equation from Situation,0
0.07204652189274902,0.020965666746800695,0.18544051502304848,0.8145594849769514,0.6053328068292827,0.3946671931707173,Write Linear Equation from Slope and y-intercept,1
0.061462047784483595,0.01,0.26945955553605433,0.7305404444639456,0.9576390000479581,0.04236099995204194,Write Linear Equation from Slope and y-intercept,0
0.11533978490289241,0.01,0.24054176274571318,0.7594582372542868,0.5945562022152013,0.4054437977847988,Calculations with Similar Figures,1
0.37128353934820907,0.017641927986621453,0.31850209977863714,0.6814979002213628,0.7576032849739953,0.24239671502600466,Calculations with Similar Figures,0
0.14944567092460465,0.01,0.11876767599004452,0.8812323240099555,0.3756201292993238,0.6243798707006762,Addition and Subtraction Positive Decimals,1
0.20719853608617744,0.01,0.17672984820328042,0.8232701517967196,0.529511802359806,0.47048819764019406,Addition and Subtraction Positive Decimals,0
0.19261453658145486,0.01,0.41785250905925975,0.5821474909407403,0.88415388251323,0.11584611748677005,Surface Area Cylinder,1
0.2385921696359115,0.01,0.3973402008108195,0.6026597991891804,0.7961671473715493,0.20383285262845083,Surface Area Cylinder,0
0.2317115436605255,0.010397613666542594,0.2935839703300418,0.7064160296699583,0.6071117626051388,0.39288823739486123,Finding Percents,1
0.3565591955679735,0.026605864541777286,0.3025277287576275,0.6974722712423724,0.6926336938557315,0.30736630614426863,Finding Percents,0
0.32208063895352584,0.01,0.12385979424896691,0.8761402057510331,0.5279430810986127,0.47205691890138735,Absolute Value,1
0.5397848846396057,0.01,0.6518492527573361,0.3481507472426638,0.1477382543949287,0.8522617456050713,Absolute Value,0
0.2373838932835337,0.01,0.23130346005298227,0.7686965399470177,0.5527312837805881,0.4472687162194118,Order of Operations All,1
0.22381481936795342,0.013911386118659025,0.33677866823829544,0.6632213317617045,0.7679966062175728,0.23200339378242724,Order of Operations All,0
0.21413533912083624,0.01,0.2309840006486635,0.7690159993513366,0.5859138932753639,0.4140861067246362,Scale Factor,1
0.5880472623762271,0.1118968902914337,0.8331415490835662,0.16685845091643384,0.32429923877910777,0.6757007612208923,Scale Factor,0
0.7881419357682353,0.01,0.7837584197227138,0.21624158027728624,0.3206057362300799,0.6793942637699202,Area Trapezoid,1
0.6584391439633227,0.04516887372509984,0.7846047490208722,0.21539525097912768,0.35659229484325977,0.6434077051567403,Area Trapezoid,0
0.8212262557228828,0.030567945537732955,0.8900842987738832,0.10991570122611677,0.3878496333641638,0.6121503666358362,Surface Area Rectangular Prism,1
0.5079354646057299,0.12784928591844272,0.9308412249690353,0.06915877503096471,0.3824917629236091,0.6175082370763909,Surface Area Rectangular Prism,0
0.21464619533752913,0.01,0.23480975363505593,0.765190246364944,0.5691167897430609,0.4308832102569391,Surface Area Sphere,1
0.46614237238806006,0.01,0.01,0.99,0.99,0.01,Surface Area Sphere,0
0.48027002984775996,0.2183671994456274,0.6214260412137949,0.37857395878620514,0.22812046765271302,0.771879532347287,Ordering Real Numbers,1
0.1958283799148833,0.19565915440922,0.45299513655800994,0.5470048634419901,0.30138090811965285,0.6986190918803471,Ordering Real Numbers,0
0.23120679706353797,0.016199477092691095,0.30983981482014183,0.6901601851798581,0.807239413224641,0.19276058677535907,Algebraic Solving,1
0.3445639732446897,0.022186329300905656,0.32203936052755816,0.6779606394724418,0.8653083321527196,0.13469166784728043,Algebraic Solving,0
0.2384446493447501,0.01,0.2247142008677249,0.7752857991322751,0.6442795945583435,0.3557204054416566,Interior Angles Figures with More than 3 Sides,1
0.09901949238761011,0.01,0.3796283200615422,0.6203716799384579,0.9377914365537752,0.062208563446224836,Interior Angles Figures with More than 3 Sides,0
0.42596378147694,0.01,0.25830204163481846,0.7416979583651815,0.49193308807960495,0.508066911920395,Pattern Finding ,1
0.3023109734638436,0.05466616470490432,0.28689655261387337,0.7131034473861266,0.7342083449486861,0.2657916550513138,Pattern Finding ,0
0.2257463440667485,0.01,0.2856711703238507,0.7143288296761494,0.5669860060794669,0.433013993920533,Area Circle,1
0.3282665742912436,0.01,0.33470555220214226,0.6652944477978576,0.7294021263634559,0.2705978736365441,Area Circle,0
0.16268395617982134,0.01,0.17599275295381836,0.8240072470461817,0.569636262540658,0.430363737459342,Substitution,1
0.25931395704241894,0.03437856809444708,0.22047102256537424,0.7795289774346258,0.693765000270539,0.30623499972946105,Substitution,0
0.08864139535312003,0.01,0.16182679111293316,0.8381732088870668,0.5444184811727949,0.455581518827205,Range,1
0.2743986799543476,0.01,0.25187333969558806,0.748126660304412,0.8042723733186498,0.19572762668135013,Range,0
0.33977867375950194,0.01,0.3946359589795,0.6053640410205001,0.6723854212185041,0.32761457878149597,Probability of Two Distinct Events,1
0.25889862598983643,0.01,0.5575097528444924,0.4424902471555075,0.781330623723367,0.2186693762766329,Probability of Two Distinct Events,0
0.01,0.01,0.14804106501774636,0.8519589349822535,0.7164520740603382,0.2835479259396618,Properties and Classification Rectangular Prisms,1
0.01,0.1205001686763995,0.13867144705690734,0.8613285529430926,0.5708440666018709,0.42915593339812896,Properties and Classification Rectangular Prisms,0
0.12071458369307689,0.01,0.2614865900608918,0.7385134099391082,0.6855683391494914,0.31443166085050855,Finding Slope from Ordered Pairs,1
0.2118367916442482,0.01,0.3114867272194709,0.688513272780529,0.8276459577673837,0.1723540422326163,Finding Slope from Ordered Pairs,0
0.297727757930102,0.040179271994678946,0.14230045817138237,0.8576995418286177,0.3458619135565619,0.6541380864434381,Properties and Classification Polygons with 5 or more sides,1
0.07927286775954447,0.2337434295944483,0.12267164706074966,0.8773283529392504,0.43840521533015425,0.5615947846698457,Properties and Classification Polygons with 5 or more sides,0
0.22518466205933266,0.03588910375377418,0.08943850552789442,0.9105614944721055,0.4049363176457578,0.5950636823542422,Area Rectangle,1
0.1942577137106863,0.37149334311140236,0.2768338117267444,0.7231661882732556,0.3022996121580048,0.6977003878419951,Area Rectangle,0
0.6901500165787627,0.01,0.545122054929919,0.4548779450700809,0.2866069542715832,0.7133930457284167,Simplifying Expressions positive exponents,1
0.5439694671283017,0.0386743157593257,0.8268857622718737,0.17311423772812629,0.3884987531471939,0.611501246852806,Simplifying Expressions positive exponents,0
0.11992957302971861,0.01,0.0694609942331876,0.9305390057668125,0.31189436647682883,0.6881056335231711,Ordering Integers,1
0.2245320492964275,0.08526960983282202,0.09130711152322948,0.9086928884767704,0.292146033266279,0.707853966733721,Ordering Integers,0
0.243929503175874,0.01,0.17479581350845813,0.8252041864915418,0.5683799698499911,0.43162003015000894,Equivalent Fractions,1
0.319206836984345,0.01,0.2901445262220234,0.7098554737779766,0.8257872480461697,0.17421275195383035,Equivalent Fractions,0
0.05732019108010654,0.02125004782275629,0.05278690394242103,0.9472130960575789,0.40919094495080677,0.5908090550491932,"Angles - Obtuse, Acute, and Right",1
0.15256806304037165,0.01,0.1346954134906966,0.8653045865093034,0.7274524775884117,0.27254752241158836,"Angles - Obtuse, Acute, and Right",0
0.2379384494787969,0.09361872632543018,0.25036489552053187,0.7496351044794681,0.432141227620379,0.5678587723796211,Box and Whisker,1
0.22487292351999566,0.01309612719668293,0.2838491257868606,0.7161508742131395,0.6795864356749807,0.3204135643250194,Box and Whisker,0
0.5609857697534479,0.05199656389784772,0.3302404959177779,0.6697595040822222,0.08902631191597092,0.9109736880840291,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable",1
0.20054274187003232,0.32110406740217995,0.15177496985706473,0.8482250301429352,0.19257299292345442,0.8074270070765456,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable",0
0.31123804746167744,0.01,0.3642348115748183,0.6357651884251817,0.7343983903241618,0.26560160967583835,Solving Systems of Linear Equations,1
0.5586855469458616,0.01,0.810362692500746,0.18963730749925406,0.3140468712270631,0.6859531287729369,Solving Systems of Linear Equations,0
0.210928801055577,0.046990967791575224,0.12995776235050405,0.870042237649496,0.3679376369091559,0.6320623630908441,Prime Number,1
0.15278297601329324,0.020120983295712217,0.24978673736503382,0.7502132626349661,0.8113534247441362,0.18864657525586379,Prime Number,0
0.19098239788260285,0.048389266027683626,0.19277534861405615,0.8072246513859439,0.4592941018128217,0.5407058981871784,Histogram as Table or Graph,1
0.12191858876225493,0.014446663664625237,0.32488410655073324,0.6751158934492668,0.8405440202059014,0.15945597979409865,Histogram as Table or Graph,0
0.052174348033408494,0.01,0.3059713854875508,0.6940286145124492,0.7340995635356736,0.26590043646432643,Volume Pyramid,1
0.01577638734546939,0.26297240839370606,0.3001484385718617,0.6998515614281383,0.5730187681439203,0.42698123185607967,Volume Pyramid,0
0.23072886903370962,0.01,0.2211684828351035,0.7788315171648965,0.5165803213500083,0.4834196786499917,Area Triangle,1
0.3979061732164946,0.01,0.22927774831902054,0.7707222516809795,0.5983074857838866,0.40169251421611346,Area Triangle,0
0.14108811327313495,0.01,0.2513752449038826,0.7486247550961175,0.5415821078648947,0.45841789213510536,Divisibility Rules,1
0.24287537298113618,0.032617006365231065,0.29236519797970145,0.7076348020202986,0.6814286031686377,0.31857139683136226,Divisibility Rules,0
0.19514925923770368,0.01,0.3345971925080154,0.6654028074919847,0.6411539108821882,0.3588460891178117,Area Irregular Figure,1
0.2978197631971275,0.01,0.35056863081275047,0.6494313691872496,0.7276266305907075,0.2723733694092925,Area Irregular Figure,0
0.15660454957589576,0.330380815605579,0.12604731352867563,0.8739526864713244,0.022203846912252825,0.9777961530877471,Nets of 3D Objects,1
0.06759906067601645,0.3068577819284966,0.2161628021177812,0.7838371978822188,0.01950837094661192,0.9804916290533882,Nets of 3D Objects,0
0.21201601400158343,0.01,0.1422390581640821,0.8577609418359179,0.5735382467986581,0.42646175320134194,Interior Angles Triangle,1
0.1429277101627635,0.011787234447453868,0.32737015562456884,0.6726298443754313,0.9255771862257443,0.07442281377425572,Interior Angles Triangle,0
0.1634339033972097,0.01,0.3132192690169962,0.6867807309830039,0.3654154494818244,0.6345845505181756,Unit Conversion Standard to Metric,1
0.16584150954581767,0.9574657952853992,0.4836679080061673,0.5163320919938326,0.34565104335706237,0.6543489566429375,Unit Conversion Standard to Metric,0
0.1959834975686041,0.01,0.2512476142576391,0.7487523857423608,0.5968752065997552,0.40312479340024476,Polynomial Factors,1
0.6115274353421393,0.06024659475147197,0.7742622875920064,0.22573771240799356,0.2824108198342947,0.7175891801657054,Polynomial Factors,0
0.3417816286321825,0.16817977406637305,0.18463147458590173,0.8153685254140983,0.73034726957658,0.2696527304234201,Picking Equation and Inequality from Choices,1
0.48515716583438434,0.28471901098007046,0.11861965482610236,0.8813803451738976,0.7774748047924613,0.2225251952075387,Picking Equation and Inequality from Choices,0
0.17728275837602767,0.010968929941618251,0.3211409148786599,0.6788590851213401,0.7423315778794152,0.2576684221205849,Volume Cylinder,1
0.7071954957249146,0.01,0.7696414465930986,0.23035855340690142,0.3248051550582604,0.6751948449417396,Volume Cylinder,0
0.6265558163352364,0.056546843064502465,0.24130296562830392,0.7586970343716961,0.7780218673699951,0.22197813263000474,Choose an Equation from Given Information,1
0.45939374426134594,0.20974886453735275,0.99,0.01,0.6190113987133989,0.38098860128660106,Choose an Equation from Given Information,0
0.13865007033794688,0.01,0.3270265342209397,0.6729734657790603,0.8903925369864838,0.10960746301351618,Volume Sphere,1
0.15700213658348872,0.019669213405161402,0.44978104829199983,0.5502189517080003,0.9612928900080693,0.038707109991930666,Volume Sphere,0
0.4814306567043179,0.010286897024942994,0.16814757112519724,0.8318524288748028,0.575412464964788,0.4245875350352119,Rate,1
0.5999942080273386,0.01,0.9089587139240278,0.09104128607597219,0.3079365794529536,0.6920634205470465,Rate,0
0.7411112685457439,0.07261482787455764,0.9895423473261866,0.010457652673813348,0.42648568430533634,0.5735143156946637,Quadratic Formula to Solve Quadratic Equation,1
0.6015359659511667,0.05805078976245147,0.99,0.01,0.4764096271633064,0.5235903728366936,Quadratic Formula to Solve Quadratic Equation,0
0.24813379798612967,0.021326533553695057,0.2068376700742568,0.7931623299257432,0.5410402175308103,0.45895978246918956,Circumference ,1
0.3197337274200312,0.044557477592333104,0.1784765006408866,0.8215234993591134,0.6340024197770247,0.36599758022297535,Circumference ,0
0.41116935812817323,0.01,0.2254747768806677,0.7745252231193323,0.01601383723002687,0.9839861627699732,Properties and Classification Quadrilaterals,1
0.5356777364206293,0.022426433487616335,0.013788947749738326,0.9862110522502617,0.3418258190793742,0.6581741809206257,Properties and Classification Quadrilaterals,0
0.2844096196019593,0.01,0.06509235719500925,0.9349076428049907,0.417226561566144,0.5827734384338561,Ordering Fractions,1
0.5036911441790523,0.08052135841919401,0.05154659115538101,0.9484534088446189,0.4541456302408608,0.5458543697591391,Ordering Fractions,0
0.6883603104977212,0.016000857377441738,0.6638510703158182,0.33614892968418186,0.1398463746402029,0.8601536253597971,Number Line,1
0.46427684367524436,0.08006784428525686,0.13631501266744267,0.8636849873325573,0.6746421331753578,0.3253578668246422,Number Line,0
0.27899647690503254,0.08947978731105398,0.17841626438061337,0.8215837356193867,0.70902657618755,0.29097342381244995,Definition Pi,1
0.04859747786219438,0.2234747044351308,0.6082203415144859,0.3917796584855141,0.35694398080631895,0.643056019193681,Definition Pi,0
0.7770254049945798,0.01,0.6753681120267481,0.324631887973252,0.3005497456377511,0.699450254362249,Properties and Classification Prism,1
0.1638690460154367,0.99,0.20497177981984904,0.795028220180151,0.99,0.01,Properties and Classification Prism,0
0.17524384837234644,0.03291972247697805,0.21045645937526025,0.7895435406247397,0.43092477417652236,0.5690752258234777,Probability of a Single Event,1
0.8191364818587273,0.0526594668621983,0.8019328954906085,0.19806710450939144,0.22938095685026122,0.7706190431497387,Probability of a Single Event,0
0.3748914757088754,0.01,0.13274269423505536,0.8672573057649446,0.5811484510014722,0.41885154899852783,Estimation,1
0.45379468965987857,0.01,0.283525781529375,0.716474218470625,0.6859928110073074,0.31400718899269264,Estimation,0
0.26929165655571724,0.01,0.15391172775336157,0.8460882722466384,0.4231135025170677,0.5768864974829323,Multiplication and Division Positive Decimals,1
0.23739122276639277,0.01,0.2591370021521146,0.7408629978478853,0.7514679625101911,0.24853203748980898,Multiplication and Division Positive Decimals,0
0.8041193498123687,0.01,0.9702221115706668,0.029777888429333214,0.01,0.99,Rotations,1
0.18258842918739165,0.2901428612819832,0.2796812886335403,0.7203187113664596,0.24159554608557907,0.7584044539144208,Rotations,0
0.12729612806710222,0.01,0.1405868982347983,0.8594131017652018,0.5301863087682385,0.4698136912317616,Angles on Parallel Lines Cut by a Transversal,1
0.586869500675647,0.08539147263314953,0.568772132048844,0.4312278679511559,0.11074220513847875,0.8892577948615213,Angles on Parallel Lines Cut by a Transversal,0
0.19490896670332242,0.012226272518884673,0.3022280558277289,0.6977719441722711,0.8118733794817676,0.18812662051823237,Finding Slope From Situation,1
0.23840741812708074,0.01,0.3336517377399929,0.6663482622600071,0.9617238197513011,0.038276180248698916,Finding Slope From Situation,0
0.19964758584572584,0.3075394429650542,0.1327707847203239,0.8672292152796761,0.14126004311543267,0.8587399568845674,Addition Whole Numbers,1
0.7321466334630621,0.2335914922840515,0.7570963900941724,0.24290360990582763,0.12437679680008211,0.8756232031999179,Addition Whole Numbers,0
0.6779095327550047,0.04574215792584431,0.6557451405546575,0.34425485944534256,0.16646576486921577,0.8335342351307843,Greatest Common Factor,1
0.4286912000036098,0.07428021881102785,0.7227743712139687,0.2772256287860313,0.1843496315019539,0.8156503684980461,Greatest Common Factor,0
0.21069655494378753,0.028043938010988083,0.10247075116876901,0.897529248831231,0.40825710941877125,0.5917428905812288,Area Parallelogram,1
0.3171271697406823,0.032004811100588816,0.1780579934150351,0.821942006584965,0.5228344279541595,0.4771655720458406,Area Parallelogram,0
0.09746802637093802,0.039587191671960086,0.13895512375960106,0.8610448762403989,0.35626867544295987,0.6437313245570401,Scatter Plot,1
0.15077589911272976,0.01,0.16889429809155898,0.831105701908441,0.7497608552596464,0.25023914474035347,Scatter Plot,0
0.07009409028734478,0.01,0.2622500751800749,0.7377499248199251,0.7866963039440806,0.2133036960559195,Making a Table from an Equation,1
0.3553263233841425,0.04942340645765325,0.30616969551993883,0.6938303044800612,0.6002598481034038,0.3997401518965962,Making a Table from an Equation,0
0.2973548916498374,0.07898996487973232,0.09144930959895826,0.9085506904010417,0.3839873573281487,0.6160126426718513,Properties and Classification Circle,1
0.34061395990701165,0.2658559832580951,0.19013800049921684,0.8098619995007832,0.34051901661853023,0.6594809833814699,Properties and Classification Circle,0
0.4589772249042968,0.012229985085534351,0.5218967624602054,0.4781032375397946,0.06662269934616905,0.9333773006538311,Multiplication Proper Fractions,1
0.23524305869494083,0.16239796968741735,0.7922544301906527,0.2077455698093473,0.1708078341894175,0.8291921658105825,Multiplication Proper Fractions,0
0.06818704310903406,0.01,0.2958303263602099,0.7041696736397902,0.7197992185089708,0.2802007814910292,Composition of Function Adding,1
0.3751368828024886,0.44666711502429096,0.99,0.01,0.269333117112892,0.7306668828871081,Composition of Function Adding,0
0.2440679128898457,0.01,0.35059146297739296,0.649408537022607,0.7472133358402623,0.2527866641597376,Volume Cone,1
0.2514141818203937,0.02402698576543288,0.5099781782868081,0.4900218217131918,0.9726722623248355,0.027327737675164547,Volume Cone,0
0.21600502085417497,0.28874786073012687,0.0807774055187662,0.9192225944812338,0.10289911335457046,0.8971008866454295,Factoring Polynomials Standard,1
